Links,Title,Details,Ratings,Beds,Rate
https://www.airbnb.co.in/rooms/27722242?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Chalet in Klamath Falls,Running Y Resort Getaway: All amenities included!,New,3 queen beds,"₹17,371 per night"
https://www.airbnb.co.in/rooms/730561935261410224?category_tag=Tag%3A4104&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Home in Mariposa,Moonrise by The Great Yosemite Retreat,New,3 beds,"₹15,741 per night"
https://www.airbnb.co.in/rooms/27722242?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Chalet in Klamath Falls,Running Y Resort Getaway: All amenities included!,New,3 queen beds,"₹17,371 per night"
https://www.airbnb.co.in/rooms/730561935261410224?category_tag=Tag%3A4104&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Home in Mariposa,Moonrise by The Great Yosemite Retreat,New,3 beds,"₹15,741 per night"
https://www.airbnb.co.in/rooms/565068749657105710?category_tag=Tag%3A5366&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Private room in Ironwood,Unique cozy ski cabin in the Northwoods,New,1 queen bed,"₹6,484 per night, originally ₹11,460"
https://www.airbnb.co.in/rooms/751802991153964895?category_tag=Tag%3A8526&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Townhouse in Manhattan Beach,Nightly Stays|Ocean Front|Manhattan Beach Strand,New,4 beds,"₹1,37,196 per night"
https://www.airbnb.co.in/rooms/747008009398484858?category_tag=Tag%3A8535&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Flat in Miami Beach,2 Bedroom OceanView Suite up to 6 guests!,New,3 beds,"₹29,574 per night"
https://www.airbnb.co.in/rooms/715995608725318388?category_tag=Tag%3A8662&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Place to stay in Clearwater,Storybook stay 10min. from Clearwater Beach,New,2 queen beds,"₹15,111 per night"
https://www.airbnb.co.in/rooms/35741886?category_tag=Tag%3A8144&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Au Train,"Cozy lodge on AuTrain Lk! Snowmobile, parking!",New,7 beds,"₹15,340 per night"
https://www.airbnb.co.in/rooms/744233339803133022?category_tag=Tag%3A8542&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Private room in Renton,"Close to downtown, mins from airport,yard, parking",New,1 bed,"₹4,851 per night"
https://www.airbnb.co.in/rooms/729041169513448896?category_tag=Tag%3A8662&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Guest house in Eatonville,New Kern's Little Village by Ashford n Mt. Rainier,New,8 beds,"₹28,866 per night"
https://www.airbnb.co.in/rooms/39043990?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Thompson,Camp Bluestone Book your family or group trip.,New,7 beds,"₹95,002 per night"
https://www.airbnb.co.in/rooms/47884533?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Hulbert,The Luck Cabins,New,14 beds,"₹38,804 per night"
https://www.airbnb.co.in/rooms/49561307?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Island Park,Aspen Ridge Cabin 2Bed+1Bath  20min to Yellowstone,New,4 beds,"₹19,596 per night, originally ₹27,719"
https://www.airbnb.co.in/rooms/46451444?category_tag=Tag%3A5366&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Apartment in Big Sky,Camp Tu’Wani Ski-in/Ski-out Condo Retreat Big Sky,New,6 beds,"₹16,487 per night, originally ₹22,011"
https://www.airbnb.co.in/rooms/45893285?category_tag=Tag%3A8186&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Private room in Asheville,Shrimp Shack @ Baying Hound Campground,New,1 bed,"₹2,931 per night, originally ₹4,069"
https://www.airbnb.co.in/rooms/18591366?category_tag=Tag%3A8186&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Tiny home in Escalante,Escalante Escapes Fox Tail- Loft Escape,New,4 beds,"₹25,150 per night"
https://www.airbnb.co.in/rooms/49032092?category_tag=Tag%3A8175&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Farm stay in Spring Valley,Big Barn Mow Organic  Fishing Stream Biking,New,4 beds,"₹4,922 per night"
https://www.airbnb.co.in/rooms/713682350594690733?category_tag=Tag%3A8662&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Home in Twin Falls,Spacious & Stylish 3bed|2bath on Lincoln,New,6 beds,"₹16,908 per night"
https://www.airbnb.co.in/rooms/581815429402227516?category_tag=Tag%3A7769&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Townhouse in Atlantic City,"Winner's Only! - 85"" TV - Super Clean",New,5 beds,"₹39,697 per night, originally ₹56,026"
https://www.airbnb.co.in/rooms/24026534?category_tag=Tag%3A789&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cottage in Tybee Island,"Beachy dog-friendly home, blocks to the restaurants, fishing pier & beach",New,4 beds,"₹18,770 per night, originally ₹27,869"
https://www.airbnb.co.in/rooms/20063545?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Waco,Pet Friendly Cabin 4 - 15 minutes from Magnolia and Baylor,New,2 beds,"₹11,144 per night, originally ₹34,841"
https://www.airbnb.co.in/rooms/747006837012915560?category_tag=Tag%3A677&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Flat in Miami Beach,2 Bedroom OceanView Suite up to 6 guests! (19),4.92 (63),3 beds,"₹29,574 per night"
https://www.airbnb.co.in/rooms/45414014?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Orford,Sunday Mountain Surprise,4.92 (63),1 queen bed,"₹8,895 per night, originally ₹10,195"
https://www.airbnb.co.in/rooms/27220831?category_tag=Tag%3A8186&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Emigrant,Emigrant Cabins #5 - Affordable Tiny Cabin in MT,4.92 (63),2 queen beds,"₹12,069 per night"
https://www.airbnb.co.in/rooms/39228395?category_tag=Tag%3A8522&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Home in Eagle River,"Beautiful cabin w/ private dock, canoe, shared tennis/basketball - dogs OK",4.92 (63),4 beds,"₹16,342 per night, originally ₹23,410"
https://www.airbnb.co.in/rooms/5347357?category_tag=Tag%3A7769&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Apartment in Myrtle Beach,"New Modern, Direct Oceanfront, Boardwalk, Views!",4.92 (63),2 queen beds,"₹6,625 per night, originally ₹11,784"
https://www.airbnb.co.in/rooms/29938259?category_tag=Tag%3A7765&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Home in Roxbury,Meyorning Manor - near all wedding venues and ski,4.92 (63),3 beds,"₹25,251 per night"
https://www.airbnb.co.in/rooms/46853712?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Farm stay in Shongaloo,"""Bucking  Bull Bunkhouse"" on Bucking Bull Farm",4.92 (63),2 beds,"₹9,734 per night"
https://www.airbnb.co.in/rooms/720307235809443198?category_tag=Tag%3A8662&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Guest suite in Fletcher,Incredible luxury apartment 15 min to Asheville!,4.92 (63),4 beds,"₹49,410 per night, originally ₹63,424"
https://www.airbnb.co.in/rooms/38167933?category_tag=Tag%3A789&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Apartment in Fort Walton Beach,Inviting 4th-Floor Condo On Okaloosa Island! Gulf-Front Views! Shared pool!,4.92 (63),1 queen bed,"₹9,369 per night, originally ₹22,774"
https://www.airbnb.co.in/rooms/48347282?category_tag=Tag%3A8186&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Allons,Lakeview Cabin 11 at Marina on Dale Hollow Lake,4.92 (63),1 bed,"₹11,892 per night"
https://www.airbnb.co.in/rooms/710849503585113226?category_tag=Tag%3A8144&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Private room in Omaha,"Private Room Loft, Workspace, and Bath",4.92 (63),1 bed,"₹6,562 per night, originally ₹7,874"
https://www.airbnb.co.in/rooms/26060940?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Chalet in Island Park,Single Cabin Unit #6,4.92 (63),2 queen beds,"₹8,339 per night, originally ₹10,614"
https://www.airbnb.co.in/rooms/19450972?category_tag=Tag%3A8661&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Loft in Nashville,Central DOWNTOWN Loft Where all the ACTION is! 204,4.92 (63),6 beds,"₹60,554 per night, originally ₹1,07,738"
https://www.airbnb.co.in/rooms/53395702?category_tag=Tag%3A1073&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Boat in Miami Beach,Fantasy Island Miami Yacht Hotel - South Beach,4.92 (63),3 beds,"₹46,261 per night, originally ₹65,298"
https://www.airbnb.co.in/rooms/54392582?category_tag=Tag%3A677&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Resort in Lake George,2BedroomSuite w/Kitchen/Pool/HotTub in Lake George,4.92 (63),3 queen beds,"₹21,163 per night, originally ₹23,601"
https://www.airbnb.co.in/rooms/19532655?category_tag=Tag%3A8175&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Private room in New Richmond,Private Attic Suite at SoulSpace Farm Sanctuary,4.92 (63),2 beds,"₹13,464 per night"
https://www.airbnb.co.in/rooms/721751981894305193?category_tag=Tag%3A8662&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Home in Galveston,"Renovated Victorian with covered porch, deck, grill, & WiFi - dog-friendly",4.92 (63),4 beds,"₹12,424 per night"
https://www.airbnb.co.in/rooms/35987466?category_tag=Tag%3A8186&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Guest house in Hillsborough,"The Store in Hobo, a reader/writer’s retreat.",4.92 (63),2 beds,"₹12,334 per night, originally ₹14,365"
https://www.airbnb.co.in/rooms/46714353?category_tag=Tag%3A8175&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Private room in Spring City,Artists Cottage in Spring City Utah,4.92 (63),1 queen bed,"₹5,098 per night"
https://www.airbnb.co.in/rooms/721084677447283955?category_tag=Tag%3A8662&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Big Bear,Bear Family Ranch - 5BR/3BA/Game Room/Pool Table/Jet Tub/WiFi,4.92 (63),11 beds,"₹70,174 per night"
https://www.airbnb.co.in/rooms/46145970?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Guest house in Sagle,"Waterfront Guest Suite w/Dock-Bottle Bay,Sandpoint",5.0 (7),2 beds,"₹14,189 per night"
https://www.airbnb.co.in/rooms/750674599916561306?category_tag=Tag%3A7769&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Apartment in Pensacola Beach,"Gulf-front condo with large balcony, gorgeous view, W/D, pool, & hot tub",5.0 (7),3 beds,"₹18,578 per night"
https://www.airbnb.co.in/rooms/722632296148237080?category_tag=Tag%3A8662&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Home in Flagstaff,Casita in the Forest ~ Gorgeous Views ~ Tiny House!,5.0 (7),1 queen bed,"₹11,825 per night, originally ₹16,902"
https://www.airbnb.co.in/rooms/51365927?category_tag=Tag%3A8522&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cottage in Winthrop,Cozy Keyes Cottage- Rare Lakefront Getaway,5.0 (7),3 beds,"₹51,623 per night"
https://www.airbnb.co.in/rooms/26457082?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Clatskanie,"Cabin B @ Fishing lodge.
At RV outdoor adventures.",5.0 (7),3 beds,"₹11,032 per night"
https://www.airbnb.co.in/rooms/747105763817735809?category_tag=Tag%3A8535&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Flat in Miami Beach,Sleek Condo w Beach Access Bay View,5.0 (7),1 queen bed,"₹33,490 per night"
https://www.airbnb.co.in/rooms/673488212811302776?category_tag=Tag%3A8102&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Ahwahnee,Koffiehuis - Fun for all Ages Near Yosemite,5.0 (7),5 beds,"₹28,142 per night"
https://www.airbnb.co.in/rooms/664500707961517867?category_tag=Tag%3A8522&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cottage in Windham,"Cozy Lake house with 
Outdoor fire and sandy lake",5.0 (7),3 beds,"₹29,533 per night"
https://www.airbnb.co.in/rooms/34790688?category_tag=Tag%3A8186&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Tiny home in Moab,Edge of the Desert # 6,5.0 (7),3 beds,"₹12,625 per night, originally ₹14,250"
https://www.airbnb.co.in/rooms/43799687?category_tag=Tag%3A634&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Campervan/Motorhome in Shelbyville,The Electric-only RV Site at Crossing Creeks Farm,5.0 (7),1 bed,"₹3,709 per night"
https://www.airbnb.co.in/rooms/27906931?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Saint Croix Falls,"Who knew ""Up North"" could be so close to home!",5.0 (7),3 beds,"₹28,302 per night"
https://www.airbnb.co.in/rooms/734416320583888971?category_tag=Tag%3A677&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Flat in Detroit,Modern 2B HighRise near Downtown QueenBed Pool Gym,5.0 (7),2 queen beds,"₹9,609 per night"
https://www.airbnb.co.in/rooms/569893601918396461?category_tag=Tag%3A8661&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Pigeon Forge,★Luxury RETREAT in TOWN!!★HOT TUB★TWO Game Rooms!★,5.0 (7),5 beds,"₹32,247 per night, originally ₹63,321"
https://www.airbnb.co.in/rooms/13668642?category_tag=Tag%3A8186&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Ochopee,Rustic Swamp Cabin in the Everglades,5.0 (7),1 bed,"₹11,933 per night"
https://www.airbnb.co.in/rooms/47512537?category_tag=Tag%3A8526&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Flat in Myrtle Beach,"9th Floor Oceanfront Snowbird Friendly Studio w/ Shared Pool/Hot Tub, WiFi, AC!",5.0 (7),3 beds,"₹8,391 per night, originally ₹14,402"
https://www.airbnb.co.in/rooms/730284633316105336?category_tag=Tag%3A8662&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Private room in Phoenix,Desert Diamond/Epic Arizona Views,5.0 (7),1 queen bed,"₹7,412 per night, originally ₹9,971"
https://www.airbnb.co.in/rooms/43627188?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Big Bear City,A-Frame Of Mind - Adorable Woodsy A-frame Cabin with WiFi and Smart TV,5.0 (7),1 king bed,"₹24,556 per night, originally ₹27,562"
https://www.airbnb.co.in/rooms/739929367872551505?category_tag=Tag%3A8662&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Campsite in Logan,Creekside Glamping Cabin,5.0 (7),1 bed,"₹12,988 per night"
https://www.airbnb.co.in/rooms/49423685?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Farm stay in Fayetteville,Saddle Creek Cabin 2,5.0 (7),5 beds,"₹46,261 per night"
https://www.airbnb.co.in/rooms/43627188?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Big Bear City,A-Frame Of Mind - Adorable Woodsy A-frame Cabin with WiFi and Smart TV,New,1 king bed,"₹24,556 per night, originally ₹27,562"
https://www.airbnb.co.in/rooms/739929367872551505?category_tag=Tag%3A8662&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Campsite in Logan,Creekside Glamping Cabin,New,1 bed,"₹12,988 per night"
https://www.airbnb.co.in/rooms/49423685?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Farm stay in Fayetteville,Saddle Creek Cabin 2,New,5 beds,"₹46,261 per night"
https://www.airbnb.co.in/rooms/22330589?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Sugarloaf,MOUNTAIN DREAM LODGE,New,4 beds,"₹12,357 per night"
https://www.airbnb.co.in/rooms/43077286?category_tag=Tag%3A8102&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Home in McGaheysville,"Massanutten Home ""One with Nature""",New,6 beds,"₹23,741 per night, originally ₹29,266"
https://www.airbnb.co.in/rooms/41614495?category_tag=Tag%3A8186&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Private room in Tiger,Tweety Bird camper pet is  friendly,New,1 queen bed,"₹9,752 per night"
https://www.airbnb.co.in/rooms/22518306?category_tag=Tag%3A8102&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Bigfork,“Gee” side of Base Camp Bigfork Lodge,New,1 queen bed,"₹13,552 per night"
https://www.airbnb.co.in/rooms/20844030?category_tag=Tag%3A8102&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Home in West Glacier,Snowmoon Ranch,New,6 beds,"₹1,59,886 per night, originally ₹1,84,177"
https://www.airbnb.co.in/rooms/32665898?category_tag=Tag%3A8186&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Tiny home in Escalante,Escalante Escapes Prickly Pear- Bunk Escape,New,4 beds,"₹25,150 per night"
https://www.airbnb.co.in/rooms/16259067?category_tag=Tag%3A8662&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Guest house in fullerton,Adorable Guest House with Pool,New,2 beds,"₹24,324 per night"
https://www.airbnb.co.in/rooms/39916303?category_tag=Tag%3A8186&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cottage in Pasadena,Rustic Oaks - Bed and Breakfast Getaway,New,1 queen bed,"₹12,592 per night"
https://www.airbnb.co.in/rooms/648498447013823144?category_tag=Tag%3A8522&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Private room in Lake Jackson,Cheerful two bedroom home with a breathtaking view,New,2 beds,"₹53,307 per night"
https://www.airbnb.co.in/rooms/49010473?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Cabin in Sealy,Cabin at Traveller’s Rest,New,2 beds,"₹15,053 per night"
https://www.airbnb.co.in/rooms/17076937?category_tag=Tag%3A7769&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Apartment in Galveston,"Oceanfront Condo with Gorgeous Views, Shared Pool, and Hot Tub - Dogs OK",New,4 beds,"₹13,809 per night, originally ₹27,944"
https://www.airbnb.co.in/rooms/27789041?category_tag=Tag%3A8657&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Flat in Breckenridge,Perfect Romantic Getaway with Private Hot Tub,New,1 king bed,"₹31,048 per night"
https://www.airbnb.co.in/rooms/37651426?category_tag=Tag%3A8186&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Tiny home in New Bern,Private Cottage 194,New,1 queen bed,"₹11,125 per night"
https://www.airbnb.co.in/rooms/30280539?category_tag=Tag%3A7765&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Home in Wintergreen Resort,Camp Hoopla! Hike to Shamokin Falls from the house,New,6 beds,"₹25,184 per night"
https://www.airbnb.co.in/rooms/23238007?category_tag=Tag%3A8159&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Private room in Sebring,Ranchero Log Cabin Surrounded by 40 Acre Farmland,New,3 beds,"₹30,107 per night"
https://www.airbnb.co.in/rooms/48107097?category_tag=Tag%3A7765&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Home in Truckee,Super Cozy Ski Lodge with Year Round Amenities,New,6 beds,"₹58,802 per night"
https://www.airbnb.co.in/rooms/32892745?category_tag=Tag%3A5348&check_in=2022-11-11&check_out=2022-11-12&previous_page_section_name=1000,Hotel room in Tahoe Vista,Duplex One Bedroom Cottage at Cedar Glen Lodge,New,2 beds,"₹28,647 per night"
